watershed_group_code,reviewer,source_id,structure,notes
KETL,NMW,7805260,,no road/structure
KETL,NMW,7805259,,no road/structure
KETL,NMW,7800310,,no road/structure
KETL,NMW,7801290,,no road/structure
KETL,NMW,7811082,,no road/structure
KETL,NMW,7802845,,no road/structure
KETL,NMW,7802887,,no road/structure
KETL,NMW,7802848,,no road/structure
KETL,NMW,7805285,,no road/structure
KETL,NMW,7811735,,no road/structure
KETL,NMW,7811733,,no road/structure
KETL,NMW,7813598,,no road/structure
KETL,NMW,7811729,,no road/structure
KETL,NMW,7811728,,no road/structure
KETL,NMW,7803005,,no road/structure
KETL,NMW,7803022,,no road/structure
KETL,NMW,7813597,,no road/structure
KETL,NMW,7803126,,no road/structure
KETL,NMW,7809689,,no road/structure
KETL,NMW,7809691,,no road/structure
KETL,NMW,7801807,,no road/structure
KETL,NMW,7810620,bridge,
KETL,NMW,7810649,bridge,
KETL,NMW,7811948,bridge,
KETL,NMW,7810370,,no road/structure
KETL,NMW,7805608,,no road/structure
KETL,NMW,7803553,,no road/structure
KETL,NMW,7803052,,no road/structure
KETL,NMW,7809321,bridge,
KETL,NMW,7802634,,no road/structure
KETL,NMW,7802633,,no road/structure
KETL,NMW,7811043,bridge,
KETL,NMW,7805997,,no road/structure
KETL,NMW,7803192,,no road/structure
KETL,NMW,7813270,,no road/structure
KETL,NMW,7813268,,no road/structure
KETL,NMW,7800763,,no road/structure
KETL,NMW,7805091,,no road/structure
KETL,NMW,7804936,,no road/structure
KETL,NMW,7800387,bridge,
KETL,NMW,7802240,,no road/structure
KETL,NMW,7805966,,no road/structure
KETL,NMW,7805002,,no road/structure
KETL,NMW,7803963,,no road/structure
KETL,NMW,7807985,bridge,
KETL,NMW,7810981,,no road/structure
KETL,NMW,7812794,,no road/structure
KETL,NMW,7801560,,no road/structure
KETL,NMW,7801557,,no road/structure
KETL,NMW,7801590,,no road/structure
KETL,NMW,7804701,,no road/structure
KETL,NMW,7804658,,no road/structure
KETL,NMW,7805582,,no road/structure
KETL,NMW,7806553,,no road/structure
KETL,NMW,7813138,,no road/structure
KETL,NMW,7801021,,no road/structure
KETL,NMW,7801037,,no road/structure
KETL,NMW,7801022,,no road/structure
KETL,NMW,7801042,,no road/structure
KETL,NMW,7812764,,no road/structure
KETL,NMW,7801849,,no road/structure
KETL,NMW,7808749,,no road/structure
KETL,NMW,7808645,,no road/structure
KETL,NMW,7810705,,no road/structure
KETL,NMW,7805881,,no road/structure
KETL,NMW,7808642,,no road/structure
KETL,NMW,7803718,,no road/structure
KETL,NMW,7813421,,no road/structure
KETL,NMW,7801945,,no road/structure
KETL,NMW,7812120,bridge,
KETL,NMW,7811241,bridge,
KETL,NMW,7807289,bridge,
KETL,NMW,7805219,,no road/structure
LSAL,NMW,12200486,bridge,
LSAL,NMW,12201861,bridge,
LSAL,NMW,12201949,,no road/structure
LSAL,NMW,12201892,bridge,
LSAL,NMW,12201879,bridge,
LSAL,NMW,12201598,,no road/structure
LSAL,NMW,12200665,,no road/structure
LSAL,NMW,12200755,,no road/structure
LSAL,NMW,12201873,bridge,
LSAL,NMW,12201726,bridge,
LSAL,NMW,12200423,,no road/structure
LSAL,NMW,12201545,bridge,
LSAL,NMW,12201039,,no road/structure
LSAL,NMW,12201958,bridge,
CHWK,NMW,2800536,bridge,
CHWK,NMW,2800543,bridge,
CHWK,NMW,2800544,bridge,
CHWK,NMW,2800725,bridge,
CHWK,NMW,2800730,bridge,
CHWK,NMW,2801590,,no road/structure
CHWK,NMW,2801591,,no road/structure
CHWK,NMW,2800541,,no road/structure
CHWK,NMW,2800735,,no road/structure
CHWK,NMW,2800976,,no road/structure
CHWK,NMW,2800587,,no road/structure
CHWK,NMW,2800587,,no road/structure
CHWK,NMW,2800591,,no road/structure
CHWK,NMW,2801241,,no road/structure
CHWK,NMW,2801767,,no road/structure
CHWK,NMW,2801825,bridge,
CHWK,NMW,2801872,,no road/structure
CHWK,NMW,2801332,,no road/structure
CHWK,NMW,2800655,,no road/structure
CHWK,NMW,2800905,,no road/structure
CHWK,NMW,2800906,,no road/structure
CHWK,NMW,2800090,bridge,
CHWK,NMW,2800109,bridge,
CHWK,NMW,2800679,,no road/structure
CHWK,NMW,2800393,,no road/structure
CHWK,NMW,2800396,,no road/structure
CHWK,NMW,2801864,,no road/structure
CHWK,NMW,2800394,,no road/structure
CHWK,NMW,2800399,,no road/structure
CHWK,NMW,2800398,,no road/structure
CHWK,NMW,2800397,,no road/structure
LCHL,OB,9903588,bridge,
LCHL,OB,9900449,bridge,
LCHL,OB,9901448,bridge,
LCHL,OB,9900852,,no road/structure
LCHL,OB,9900620,,no road/structure
LCHL,OB,9905002,,no road/structure
LCHL,OB,9905120,,no road/structure
LCHL,OB,9904999,,no road/structure
LCHL,OB,9905000,,no road/structure
LCHL,OB,9902299,,no road/structure
LCHL,OB,9901650,,no road/structure
LCHL,OB,9902364,,no road/structure
LCHL,OB,9901758,,no road/structure
SALR,OB,17701084,bridge,
SALR,OB,17700736,bridge,
SALR,OB,17701052,,no road/structure
SALR,OB,17701304,,no road/structure
BULL,OB,1900691,bridge,
BULL,OB,1900346,bridge,
BULL,OB,1903782,bridge,
BULL,OB,1903709,bridge,
BULL,OB,1903784,bridge,
BULL,OB,1903473,bridge,
BULL,OB,1901214,bridge,
BULL,OB,1900287,bridge,
BULL,OB,1900339,bridge,
BULL,OB,1903658,bridge,
BULL,OB,1900060,bridge,
BULL,OB,1903776,bridge,
BULL,OB,1903662,bridge,
BULL,OB,1900152,bridge,
BULL,OB,1903247,bridge,
BULL,OB,1900049,bridge,
BULL,OB,1903842,bridge,
BULL,OB,1902943,bridge,
BULL,OB,1904828,bridge,
BULL,OB,1905318,bridge,
BULL,OB,1900126,bridge,
BULL,OB,1901795,bridge,
BULL,OB,1901079,bridge,
BULL,OB,1900120,bridge,
BULL,OB,1903353,bridge,
BULL,OB,1903845,bridge,
BULL,OB,1904677,bridge,
BULL,OB,1904626,bridge,
BULL,OB,1903036,bridge,
BULL,OB,1903028,bridge,
BULL,OB,1903045,bridge,
BULL,OB,1903030,bridge,
BULL,OB,1905293,bridge,
BULL,OB,1902096,bridge,
BULL,OB,1904125,bridge,
BULL,OB,1903282,bridge,
BULL,OB,1902552,bridge,
BULL,OB,1905301,bridge,
BULL,OB,1903280,bridge,
BULL,OB,1904682,bridge,
BULL,OB,1903184,bridge,
BULL,OB,1902173,,no road/structure
BULL,OB,1900767,,no road/structure
BULL,OB,1902188,,no road/structure
BULL,OB,1902183,,no road/structure
BULL,OB,1902189,,no road/structure
BULL,OB,1901556,,no road/structure
BULL,OB,1901230,,no road/structure
BULL,OB,1901105,,no road/structure
BULL,OB,1902426,,no road/structure
BULL,OB,1902411,,no road/structure
BULL,OB,1901218,,no road/structure
BULL,OB,1901438,,no road/structure
BULL,OB,1900748,,no road/structure
BULL,OB,1901006,,no road/structure
BULL,OB,1900240,,no road/structure
BULL,OB,1900241,,no road/structure
BULL,OB,1900992,,no road/structure
BULL,OB,1901247,,no road/structure
BULL,OB,1903580,,no road/structure
BULL,OB,1904391,,no road/structure
BULL,OB,1902474,,no road/structure
BULL,OB,1902475,,no road/structure
BULL,OB,1900393,,no road/structure
BULL,OB,1903429,,no road/structure
BULL,OB,1903431,,no road/structure
BULL,OB,1905132,,no road/structure
BULL,OB,1904810,,no road/structure
BULL,OB,1900414,,no road/structure
USHU,OB,23803881,,no road/structure
USHU,OB,23803882,,no road/structure
USHU,OB,23804804,,no road/structure
USHU,OB,23804805,,no road/structure
USHU,OB,23804806,,no road/structure
USHU,OB,23803234,,no road/structure
USHU,OB,23804471,,no road/structure
USHU,OB,23800922,,no road/structure
USHU,OB,23801422,,no road/structure
USHU,OB,23800912,,no road/structure
USHU,OB,23801524,,no road/structure
USHU,OB,23801517,,no road/structure
USHU,OB,23800620,,no road/structure
USHU,OB,23800892,,no road/structure
USHU,OB,23803758,,no road/structure
USHU,OB,23800332,,no road/structure
USHU,OB,23800704,,no road/structure
USHU,OB,23800705,,no road/structure
USHU,OB,23801404,,no road/structure
USHU,OB,23801408,,no road/structure
USHU,OB,23802198,,no road/structure
USHU,OB,23801220,,no road/structure
USHU,OB,23804514,,no road/structure
USHU,OB,23804516,bridge,
USHU,OB,23803949,bridge,
USHU,OB,23803495,bridge,
USHU,OB,23803141,bridge,
USHU,OB,23803325,bridge,
USHU,OB,23803033,bridge,
USHU,OB,23800000,bridge,
USHU,OB,23800303,bridge,
USHU,OB,23800377,bridge,
USHU,OB,23800741,bridge,
USHU,OB,23801626,bridge,
USHU,OB,23802108,bridge,
USHU,OB,23800877,bridge,
USHU,OB,23800694,bridge,
USHU,OB,23800914,bridge,
USHU,OB,23800626,bridge,
USHU,OB,23800079,bridge,
USHU,OB,23800621,bridge,
USHU,OB,23803438,bridge,
USHU,OB,23802779,bridge,
USHU,OB,23804049,bridge,
USHU,OB,23803294,bridge,
USHU,OB,23803250,bridge,
USHU,OB,23803296,bridge,
USHU,OB,23803992,bridge,
USHU,OB,23802367,bridge,
USHU,OB,23801619,bridge,
USHU,OB,23803564,bridge,
USHU,OB,23802495,bridge,
USHU,OB,23803163,bridge,
USHU,OB,23803426,bridge,
USHU,OB,23803810,bridge,
USHU,OB,23803327,bridge,
USHU,OB,23803075,bridge,
USHU,OB,23802547,bridge,
USHU,OB,23802527,bridge,
USHU,OB,23802837,bridge,
TABR,AL,19701784,,no road/structure
TABR,AL,19703632,,no road/structure
TABR,AL,19703574,,no road/structure
TABR,AL,19702046,bridge,
TABR,AL,19700363,,no road/structure
TABR,AL,19703203,bridge,
TABR,AL,19702787,bridge,
TABR,AL,19700600,,no road/structure
TABR,AL,19701112,,no road/structure
TABR,AL,19701111,,no road/structure
TABR,AL,19700281,bridge,
TABR,AL,19700712,,no road/structure
TABR,AL,19703115,bridge,
TABR,AL,19701651,,no road/structure
ELKR,AL,4605452,bridge,
ELKR,AL,4603544,,no road/structure
ELKR,AL,4603506,,no road/structure
ELKR,AL,4606900,,no road/structure
ELKR,AL,4605470,bridge,
ELKR,AL,4605392,bridge,
ELKR,AL,4606046,bridge,
ELKR,AL,4605391,bridge,
ELKR,AL,4605396,bridge,
ELKR,AL,4606962,,no road/structure
ELKR,AL,4603612,,no road/structure
ELKR,AL,4603611,,no road/structure
ELKR,AL,4606549,bridge,
ELKR,AL,4607453,,no road/structure
ELKR,AL,4602693,,no road/structure
ELKR,AL,4601981,,no road/structure
ELKR,AL,4603133,,no road/structure
ELKR,AL,4601832,,no road/structure
ELKR,AL,4606205,bridge,
ELKR,AL,4605748,bridge,
ELKR,AL,4605863,bridge,
ELKR,AL,4602864,,no road/structure
ELKR,AL,4603478,,no road/structure
ELKR,AL,4602747,bridge,
ELKR,AL,4605512,bridge,
ELKR,AL,4602803,,no road/structure
ELKR,AL,4603594,,no road/structure
ELKR,AL,4603528,,no road/structure
ELKR,AL,4603484,,no road/structure
ELKR,AL,4603562,,no road/structure
ELKR,AL,4603482,,no road/structure
ELKR,AL,4603832,,no road/structure
ELKR,AL,4603826,,no road/structure
ELKR,AL,4606183,bridge,
ELKR,AL,4606207,bridge,
ELKR,AL,4602624,,no road/structure
ELKR,AL,4604287,,no road/structure
ELKR,AL,4604278,,no road/structure
ELKR,AL,4604271,,no road/structure
ELKR,AL,4604280,,no road/structure
ELKR,AL,4604281,,no road/structure
ELKR,AL,4604285,,no road/structure
ELKR,AL,4604273,,no road/structure
ELKR,AL,4604282,,no road/structure
ELKR,AL,4604275,,no road/structure
ELKR,AL,4604265,,no road/structure
ELKR,AL,4604274,,no road/structure
ELKR,AL,4606968,bridge,
ELKR,AL,4606906,,no road/structure
ELKR,AL,4606905,,no road/structure
ELKR,AL,4603719,,no road/structure
ELKR,AL,4603721,,no road/structure
ELKR,AL,4603727,,no road/structure
ELKR,AL,4606507,bridge,
ELKR,AL,4603903,,no road/structure
ELKR,AL,4603906,,no road/structure
ELKR,AL,4607266,bridge,
ELKR,AL,4600262,,no road/structure
ELKR,AL,4606613,bridge,
ELKR,AL,4600254,,no road/structure
ELKR,AL,4600257,,no road/structure
ELKR,AL,4600258,,no road/structure
ELKR,AL,4600246,,no road/structure
ELKR,AL,4600249,,no road/structure
ELKR,AL,4600248,,no road/structure
ELKR,AL,4600252,,no road/structure
ELKR,AL,4600255,,no road/structure
ELKR,AL,4600251,,no road/structure
ELKR,AL,4600256,,no road/structure
ELKR,AL,4602319,,no road/structure
ELKR,AL,4606158,bridge,
ELKR,AL,4606239,,no road/structure
ELKR,AL,4600137,,no road/structure
ELKR,AL,4604219,bridge,
ELKR,AL,4606843,bridge,
ELKR,AL,4602392,bridge,
ELKR,AL,4601035,,no road/structure
ELKR,AL,4601018,,no road/structure
ELKR,AL,4604258,bridge,
ELKR,AL,4600122,bridge,
ELKR,AL,4605962,,no road/structure
ELKR,AL,4600123,bridge,
ELKR,AL,4601494,bridge,
ELKR,AL,4605911,bridge,
ELKR,AL,4600996,bridge,
ELKR,AL,4600950,,no road/structure
ELKR,AL,4605910,bridge,
ELKR,AL,4605447,bridge,
ELKR,AL,4600321,,no road/structure
ELKR,AL,4600322,,no road/structure
ELKR,AL,4605613,bridge,
ELKR,AL,4606616,,no road/structure
ELKR,AL,4601292,,no road/structure
ELKR,AL,4602538,bridge,
ELKR,AL,4606297,bridge,
ELKR,AL,4602539,,no road/structure
ELKR,AL,4601257,,no road/structure
ELKR,AL,4601378,bridge,
ELKR,AL,4607434,,no road/structure
ELKR,AL,4601256,,no road/structure
ELKR,AL,4602414,,no road/structure
ELKR,AL,4602415,,no road/structure
ELKR,AL,4602413,,no road/structure
ELKR,AL,4605472,,no road/structure
ELKR,AL,4601412,bridge,
ELKR,AL,4605791,bridge,
ELKR,AL,4606091,bridge,
ELKR,AL,4605923,bridge,
ELKR,AL,4606288,bridge,
ELKR,AL,4605419,bridge,
ELKR,AL,4600242,bridge,
ELKR,AL,4600733,,no road/structure
ELKR,AL,4602182,bridge,
ELKR,AL,4606387,bridge,
ELKR,AL,4600772,bridge,
ELKR,AL,4605564,bridge,
ELKR,AL,4602645,,no road/structure
ELKR,AL,4605261,,no road/structure
ELKR,AL,4606122,bridge,
ELKR,AL,4605344,,no road/structure
ELKR,AL,4600214,,no road/structure
ELKR,AL,4605927,bridge,
ELKR,AL,4605925,bridge,
ELKR,AL,4605826,bridge,
ELKR,AL,4607599,,no road/structure
ELKR,AL,4606524,,no road/structure
ELKR,AL,4602220,,no road/structure
ELKR,AL,4602221,,no road/structure
ELKR,AL,4602280,,no road/structure
ELKR,AL,4602266,bridge,
ELKR,AL,4602883,bridge,
ELKR,AL,4603202,bridge,
ELKR,AL,4605593,bridge,
ELKR,AL,4602534,bridge,
ELKR,AL,4604133,,no road/structure
ELKR,AL,4604465,,no road/structure
ELKR,AL,4604903,,no road/structure
ELKR,AL,4605838,bridge,
ELKR,AL,4605608,bridge,
ELKR,AL,4602531,,no road/structure
ELKR,AL,4602532,,no road/structure
ELKR,AL,4606428,bridge,
ELKR,AL,4606430,bridge,
ELKR,AL,4601119,,no road/structure
ELKR,AL,4605015,bridge,
ELKR,AL,4604776,bridge,
ELKR,AL,4604151,,no road/structure
ELKR,AL,4606322,bridge,
ELKR,AL,4603311,bridge,
ELKR,AL,4606146,,no road/structure
ELKR,AL,4604054,,no road/structure
ELKR,AL,4604057,bridge,
ELKR,AL,4604583,,no road/structure
ELKR,AL,4603407,,no road/structure
ELKR,AL,4603401,,no road/structure
ELKR,AL,4603403,,no road/structure
ELKR,AL,4603408,,no road/structure
ELKR,AL,4605184,bridge,
ELKR,AL,4603111,bridge,
ELKR,AL,4600633,,no road/structure
ELKR,AL,4603456,,no road/structure
ELKR,AL,4603964,,no road/structure
ELKR,AL,4604976,,no road/structure
ELKR,AL,4605718,bridge,
ELKR,AL,4606627,,no road/structure
ELKR,AL,4603431,,no road/structure
ELKR,AL,4603988,,no road/structure
LARF,AL,9606036,bridge,
LARF,AL,9602939,,no road/structure
LARF,AL,9602940,,no road/structure
LARF,AL,9602938,,no road/structure
LARF,AL,9602941,,no road/structure
LARF,AL,9602946,,no road/structure
LARF,AL,9604878,bridge,
LARF,AL,9607289,bridge,
LARF,AL,9606676,bridge,
LARF,AL,9601648,bridge,
LARF,AL,9605892,bridge,
LARF,AL,9603721,,no road/structure
LARF,AL,9608144,bridge,
LARF,AL,9607409,bridge,
LARF,AL,9605361,bridge,
LARF,AL,9600588,bridge,
LARF,AL,9605522,bridge,
LARF,AL,9605886,bridge,
LARF,AL,9608762,,no road/structure
LARF,AL,9604990,bridge,
LARF,AL,9605388,,no road/structure
LARF,AL,9603775,bridge,
LARF,AL,9606312,bridge,
LARF,AL,9606314,bridge,
LARF,AL,9606318,bridge,
LARF,AL,9605016,bridge,
LARF,AL,9604933,bridge,
LARF,AL,9606638,bridge,
LARF,AL,9606297,bridge,
LARF,AL,9607070,bridge,
LARF,AL,9608733,bridge,
LARF,AL,9605762,bridge,
LARF,AL,9605297,bridge,
LARF,AL,9607437,bridge,
LARF,AL,9605769,bridge,
LARF,AL,9601318,bridge,
LARF,AL,9602485,bridge,
LFRA,AL,10300122,bridge,
LFRA,AL,10303886,,no road/structure
LFRA,AL,10303884,,no road/structure
LFRA,AL,10305407,bridge,
LFRA,AL,10302770,bridge,
LFRA,AL,10304554,,no road/structure
LFRA,AL,10303684,,no road/structure
LFRA,AL,10303894,,no road/structure
LFRA,AL,10303892,,no road/structure
LFRA,AL,10303895,,no road/structure
LFRA,AL,10304689,bridge,
LFRA,AL,10302159,bridge,
LFRA,AL,10304367,bridge,
LFRA,AL,10304949,bridge,
LFRA,AL,10304946,bridge,
LFRA,AL,10304942,bridge,
LFRA,AL,10301054,bridge,
LFRA,AL,10301055,bridge,
LFRA,AL,10302192,bridge,
LFRA,AL,10302150,bridge,
LFRA,AL,10301013,bridge,
LFRA,AL,10301055,bridge,
LFRA,AL,10301054,bridge,
LFRA,AL,10300803,bridge,
LFRA,AL,10300917,bridge,
LFRA,AL,10303657,bridge,
LFRA,AL,10303609,bridge,
LFRA,AL,10303590,bridge,
LFRA,AL,10300636,bridge,
LFRA,AL,10300637,bridge,
LFRA,AL,10305124,bridge,
LFRA,AL,10301234,bridge,
LFRA,AL,10301448,bridge,
LFRA,AL,10301451,bridge,
LFRA,AL,10301179,bridge,
LFRA,AL,10302224,bridge,
LFRA,AL,10303828,,no road/structure
